id,Author,Journal,Year,SppLatin,SppPhylo,SppCommon,Family,Order,Flight,Bird.Type,SppMass,Location,Continent,Sexes,Ages,Control.Group..Y...N.,Effect.Size,Nsamp,How,Type,SubType,Period.Tracked,Tag.Type,Attachment.Type,AttachmentClass,Attachment.Position,Tag.Weight,Weight.Proportion,WeightRaw,Deployment.Duration,Study,Inclusion,,,
249,Sunde,J Wild Man,2006,Strix aluco,Strix_aluco,Tawny Owl,,,flap,raptor,600,Denmark,Europe,male,ad,Y,-0.0881,89,Contingency,Breeding,Bredding Attempts,annual,VHF,backpack harness,Harness,back,13,0.03%,,60,Sunde J Wild Man 2006Breeding,1,,,
250,Sunde,J Wild Man,2006,Strix aluco,Strix_aluco,Tawny Owl,,,flap,raptor,600,Denmark,Europe,female,ad,Y,-0.138,89,Contingency,Breeding,Bredding Attempts,annual,VHF,backpack harness,Harness,back,13,0.03%,,60,Sunde J Wild Man 2006Breeding,1,,,
251,Sunde,J Wild Man,2006,Strix aluco,Strix_aluco,Tawny Owl,,,flap,raptor,600,Denmark,Europe,both,juv,Y,0.0097,106,ChiSq,Breeding,Chick Survival,breeding,VHF,backpack harness,Harness,back,13,0.03%,,60,Sunde J Wild Man 2006Breeding,1,,,
252,Ward,J Wild Man,1994,Branta bernicla,Branta_bernicla,Brent Goose,,,flap,waterfowl,1300,Alaska,North America,female,ad,Y,-0.632,163,Contingency,Breeding,Bred next year,annual,VHF,back mounted & teflon ribbon harness,Harness,back,35,3.4,,180,Ward J Wild Man 1994Breeding,1,,,
253,Sodhi,J Wild Man,1991,Falco columbarius,Falco_columbarius,Merlin,,,soar,raptor,166,Canada,North America,both,ad,Y,-0.0187,353,Contingency,Breeding,Hatch Success,breeding,VHF,,Legband,leg,4,2.40%,,90,Sodhi J Wild Man 1991Breeding,1,,,
254,Sodhi,J Wild Man,1991,Falco columbarius,Falco_columbarius,Merlin,,,soar,raptor,166,Canada,North America,both,ad,Y,0.081,83,t test,Breeding,Reprod Success,breeding,VHF,,Legband,leg,4,2.40%,,90,Sodhi J Wild Man 1991Breeding,1,,,
255,Sorenson,J Field Ornith,1989,Aythya americana,Aythya_americana,Redhead,,,flap,waterfowl,1060,USA,North America,female,both,Y,-0.421,32,Contingency,Breeding,Nest Attempts,annual,PTT,neck collar,Collar,neck,11,1.037735849,,90,Sorenson J Field Ornith 1989Breeding,1,,,
256,Hiraldo,J Field Ornith,1993,Falco naumanni,Falco_naumanni,Lesser Kestrel,,,flap,raptor,120,Spain,Europe,female,ad,Y,0.187,36,M & SD,Breeding,Clutch Size,breeding,VHF,attached to tail somehow,Unknown,tail,4.25,3.54%,,84,Hiraldo J Field Ornith 1993Breeding,1,,,
257,Hiraldo,J Field Ornith,1993,Falco naumanni,Falco_naumanni,Lesser Kestrel,,,flap,raptor,120,Spain,Europe,both,ad,Y,-0.0633,81,M & SD,Breeding,Fledge Success,breeding,VHF,attached to tail somehow,Unknown,tail,4.25,3.54%,,84,Hiraldo J Field Ornith 1993Breeding,1,,,
258,Paiva,MEPS,2010,Calonectris diomedea,Calonectris_diomedea,Cory's shearwater,,,flap,seabird,600,"Azores, Desertas and Selvagens",Europe,both,ad,Y,-0.0378,48,Contingency,Breeding,Fledge Success,breeding,GPS,Tesa tape to tail,TapeGlue,tail,15,2.50%,,18,Paiva MEPS 2010Breeding,1,,,
259,Kotzerka,J Ornithol,2010,Rissa tridactyla,Rissa_tridactyla,Black-legged Kittiwake,,,flap,seabird,397,USA,North America,both,ad,Y,0.0599,108,t test,Breeding,Fledge Success,breeding,GPS,TESA tape,TapeGlue,back,11,2.77%,,7,Kotzerka J Ornithol 2010Breeding,1,,,
260,Kotzerka,J Ornithol,2010,Rissa tridactyla,Rissa_tridactyla,Black-legged Kittiwake,,,flap,seabird,397,USA,North America,both,ad,Y,-0.0621,77,t test,Breeding,Chick Mass,breeding,GPS,TESA tape,TapeGlue,back,11,2.77%,,7,Kotzerka J Ornithol 2010Breeding,1,,,
261,McSorley,JNCC Report 406,2008,Puffinus puffinus,Puffinus_puffinus,Manx Shearwater,,,both,seabird,424,Skomer,Europe,both,ad,Y,-0.015,53,t test,Breeding,Chick Growth,breeding,VHF,Tesa tape to tail,TapeGlue,tail,8.9,2.10%,,15,McSorley JNCC Report 406 2008Breeding,1,,,
262,McSorley,JNCC Report 406,2008,Puffinus puffinus,Puffinus_puffinus,Manx Shearwater,,,both,seabird,424,Rum,Europe,both,ad,Y,-0.328,49,t test,Breeding,Chick Growth,breeding,VHF,Tesa tape to tail,TapeGlue,tail,4.4,1.04%,,14,McSorley JNCC Report 406 2008Breeding,1,,,
263,McSorley,JNCC Report 406,2008,Puffinus puffinus,Puffinus_puffinus,Manx Shearwater,,,both,seabird,424,Bardsey,Europe,both,ad,Y,-0.047,53,t test,Breeding,Chick Growth,breeding,VHF,Tesa tape to tail,TapeGlue,tail,4.4,1.04%,,18,McSorley JNCC Report 406 2008Breeding,1,,,
264,Frederick,J Wildl Manag,1993,Egretta tricolor,Egretta_tricolor,Tricolored Heron,,,flap,wader,415,USA,North America,both,juv,Y,-0.0684,125,M & SD,Breeding,Chick Survival,breeding,VHF,glue,TapeGlue,back,5.46,1.32%,,14,Frederick J Wildl Manag 1993Breeding,1,,,
265,Frederick,J Wildl Manag,1993,Egretta tricolor,Egretta_tricolor,Tricolored Heron,,,flap,wader,415,USA,North America,both,juv,Y,0.0304,125,M & SD,Breeding,Chick Survival,breeding,VHF,glue,TapeGlue,back,5.46,1.32%,,21,Frederick J Wildl Manag 1993Breeding,1,,,
266,Mauser,J Wildl Manag,1991,Anas platyrhynchos,Anas_platyrhynchos,Mallard,,,flap,waterfowl,1000,USA,N America,both,juv,Y,-0.0364,160,Contingency,Breeding,Chick Survival,Juvenile dispersal,VHF,floss and glue,TapeGlue,back,2.1,0.45%,,60,Mauser J Wildl Manag 1991Breeding,1,,,
267,Petty,Wildl Biol,2004,Strix aluco,Strix_aluco,Tawny Owl,,,flap,raptor,600,UK,Europe,both,juv,Y,-0.225,288,Contingency,Breeding,Recruitment,annual,VHF,nylon cord backpack,Harness,back,7.3,1.22%,,365,Petty Wildl Biol 2004Breeding,1,,,
268,Petty,Wildl Biol,2004,Strix aluco,Strix_aluco,Tawny Owl,,,flap,raptor,600,UK,Europe,both,juv,Y,0.177,25,M & SD,Breeding,Nest Success,annual,VHF,nylon cord backpack,Harness,back,7.3,1.22%,,365,Petty Wildl Biol 2004Breeding,1,,,
269,Petty,Wildl Biol,2004,Strix aluco,Strix_aluco,Tawny Owl,,,flap,raptor,600,UK,Europe,both,juv,Y,0,39,M & SD,Breeding,Nest Success,annual,VHF,nylon cord backpack,Harness,back,7.3,1.22%,,365,Petty Wildl Biol 2004Breeding,1,,,
270,Agnew,Mar Biol,2013,Eudyptula minor,Eudyptula_minor,Little Penguin,,,flightless,penguin,1000,New Zealand,Australasia,both,ad,Y,0.019,31,M & SD,Breeding,Chick Mass,breeding,GPS,tesa tape,TapeGlue,back,14,1.40%,,45,Agnew Mar Biol 2013Breeding,1,,,
271,Agnew,Mar Biol,2013,Eudyptula minor,Eudyptula_minor,Little Penguin,,,flightless,penguin,1000,New Zealand,Australasia,both,ad,Y,0.184,30,Fledge Success 2010,Breeding,Fledge Success,breeding,GPS,tesa tape,TapeGlue,back,14,1.40%,,45,Agnew Mar Biol 2013Breeding,1,,,
272,Agnew,Mar Biol,2013,Eudyptula minor,Eudyptula_minor,Little Penguin,,,flightless,penguin,1000,New Zealand,Australasia,both,ad,Y,0.158,48,Fledge Success 2011,Breeding,Fledge Success,breeding,GPS,tesa tape,TapeGlue,back,14,1.40%,,45,Agnew Mar Biol 2013Breeding,1,,,
273,Harris,Ring Migr,2013,Fratercula arctica,Fratercula_arctica,Atlantic Puffin,,,flap,seabird,386,UK,Europe,both,ad,Y,0.175,47,Contingency,Breeding,Fledge Success,breeding,GPS,tesa tape,TapeGlue,back,11.5,2.98%,,3,Harris Ring Migr 2013Breeding,1,,,
274,Bergmann,J F Ornith,1994,Anas platyrhynchos,Anas_platyrhynchos,Mallard,,,flap,waterfowl,1099,USA,North America,female,ad,Y,-0.0389,65,M & SD,Breeding,Brood Size,breeding,VHF,backpack harness,Harness,back,23,2.09%,,60,Bergmann J F Ornith 1994Breeding,1,,,
275,Kalas,J Wildl Manag,1989,Gallinago media,Gallinago_media,great snipe,,,flap,wader,180,Norway,Europe,female,ad,Y,-0.206,29,M & SD,Breeding,Clutch Size,breeding,VHF,glue,TapeGlue,back,3.2,1.78%,,10,Kalas J Wildl Manag 1989Breeding,1,,,
276,Demers,wildlife biol,2003,Chen caerulescens,Chen_caerulescens,snow geese,,,flap,waterfowl,2372,Canada,North America,female,ad,Y,-0.222,309,M & SD,Breeding,Clutch Size,post-moult,PTT,collar,Collar,neck,59.3,2.5,,730,Demers wildlife biol 2003Breeding,1,,,
277,Demers,wildlife biol,2003,Chen caerulescens,Chen_caerulescens,snow geese,,,flap,waterfowl,2372,Canada,North America,female,ad,Y,-0.19,327,M & SD,Breeding,Clutch Size,post-moult,PTT,collar,Collar,neck,59.3,2.5,,730,Demers wildlife biol 2003Breeding,1,,,
278,Demers,wildlife biol,2003,Chen caerulescens,Chen_caerulescens,snow geese,,,flap,waterfowl,2372,Canada,North America,female,ad,Y,-0.211,337,M & SD,Breeding,Nest Success,post-moult,PTT,collar,Collar,neck,59.3,2.5,,730,Demers wildlife biol 2003Breeding,1,,,
279,Demers,wildlife biol,2003,Chen caerulescens,Chen_caerulescens,snow geese,,,flap,waterfowl,2372,Canada,North America,female,ad,Y,-0.127,362,M & SD,Breeding,Nest Success,post-moult,PTT,collar,Collar,neck,59.3,2.5,,730,Demers wildlife biol 2003Breeding,1,,,
280,Gregory,Ibis,2002,Aquila chrysaetos,Aquila_chrysaetos,Golden Eagle,,,soar,raptor,3200,Scotland,Europe,both,ad,Y,-0.23,115,ANOVA F,Breeding,Nest Success,annual,VHF,teflon backpack harness,Harness,back,42,1.3125,,1460,Gregory Ibis 2002Breeding,1,,,
281,Fondell,J Field Ornith,2008,Branta canadensis,Branta_canadensis,Dusky canada geese,,,flap,waterfowl,1400,USA,North America,both,juv,Y,-0.0921,478,Contingency,Breeding,Chick Survival,annual,VHF,anchor implant,Subcut,back,3,0.03,,28,Fondell J Field Ornith 2008Breeding,1,,,
282,Wegge,Ann. Zool. Fennici,2007,Tetrao urogallus,Tetrao_urogallus,Capercaillie,,,flap,gamebird,60,Norway,Europe,both,juv,Y,-0.497,12,t test,Breeding,Chick Loss ,dep juv,VHF,backpack harness + glue,Harness,back,1.75,2.92%,,15,Wegge Ann. Zool. Fennici 2007Breeding,1,,,
283,Wegge,Ann. Zool. Fennici,2007,Tetrao urogallus,Tetrao_urogallus,Capercaillie,,,flap,gamebird,60,Norway,Europe,both,juv,Y,-0.026,14,t test,Breeding,Chick Loss ,dep juv,VHF,backpack harness + glue,Harness,back,1.75,2.92%,,15,Wegge Ann. Zool. Fennici 2007Breeding,1,,,
284,Adams,Auk,2007,Calamospiza melanocorys,Calamospiza_melanocorys,lark bunting,,,flap,passerine,37,USA,North America,female,ad,Y,-0.0265,146,M & SD,Breeding,Clutch Size,breeding,VHF,leg-loop harness,Harness,back,1.48,4.00%,,70,Adams Auk 2007Breeding,1,,,
285,Adams,Auk,2007,Calamospiza melanocorys,Calamospiza_melanocorys,lark bunting,,,flap,passerine,37,USA,North America,female,ad,Y,0.0171,146,M & SD,Breeding,Nest Survival,breeding,VHF,leg-loop harness,Harness,back,1.48,4.00%,,70,Adams Auk 2007Breeding,1,,,
286,Young,PLoS One,2009,Phoebastria immutabilis,Phoebastria_immutabilis,Laysan albatross,,,soar,seabird,3200,Hawaii,North America,both,ad,Y,0.171,36,Contingency,Breeding,Nest Success,annual,GLS,leg band,Legband,leg,9,0.28%,,121,Young PLoS One 2009Breeding,1,,,
287,Foster,J Wildl Manag,1992,Strix occidentalis,Strix_occidentalis,Spotted Owl,,,flap,raptor,625,USA,North America,both,ad,Y,-0.265,494,from cohens D,Breeding,Fledglings Produced,annual,VHF,backpack harness,Harness,back,29,4.64,,NA,Foster J Wildl Manag 1992Breeding,1,,,
288,Schmutz,J Wildl Manag,2000,Chen canagica,Chen_canagica,Emperor goose,,,flap,wildfowl,2800,USA,North America,both,ad,Y,-0.717,15,t test,Breeding,Clutch Size,annual,VHF,collar,Collar,neck,19,0.678571429,,NA,Schmutz J Wildl Manag 2000Breeding,1,,,
289,Quillfeldt,J Ornithol,2007,Pachyptila belcheri,Pachyptila_belcheri,Thin-billed prion,,,both,seabird,125.5,Falkland Islands,South America,both,ad,Y,-0.0736,33,t test,Breeding,Chick Mass,breeding,VHF,tape,TapeGlue,tail,1.2,0.96%,,18,Quillfeldt J Ornithol 2007Breeding,1,,,
290,Miller,Can J Zool,2005,Anas acuta,Anas_acuta,Northern pintail,,,flap,waterfowl,900,USA,N America,female,ad,Y,0.717,95,M & SD,Body Mass,Between,migration,PTT,teflon backpack harness,Harness,back,26,2.89%,,365,Miller Can J Zool 2005Body Mass,1,,,
291,Miller,Can J Zool,2005,Anas acuta,Anas_acuta,Northern pintail,,,flap,waterfowl,900,USA,N America,female,ad,Y,0.455,82,M & SD,Body Mass,Between,migration,PTT,teflon backpack harness,Harness,back,26,2.89%,,365,Miller Can J Zool 2005Body Mass,1,,,
292,Miller,Can J Zool,2005,Anas acuta,Anas_acuta,Northern pintail,,,flap,waterfowl,900,USA,N America,female,ad,Y,0.501,126,M & SD,Body Mass,Between,migration,PTT,teflon backpack harness,Harness,back,26,2.89%,,365,Miller Can J Zool 2005Body Mass,1,,,
293,Villard,J Wildl Manag,2011,Calonectris diomedea,Calonectris_diomedea,Cory's Shearwater,,,both,seabird,656,France,Europe,male,ad,Y,-0.0727,11,t test,Body Mass,Within,breeding,PTT,tesa tape to humeral feathers,TapeGlue,back,25,3.81%,,48,Villard J Wildl Manag 2011Body Mass,1,,,
294,Villard,J Wildl Manag,2011,Calonectris diomedea,Calonectris_diomedea,Cory's Shearwater,,,both,seabird,651,France,Europe,female,ad,Y,-0.544,7,t test,Body Mass,Within,breeding,PTT,tesa tape to humeral feathers,TapeGlue,back,25,3.84%,,48,Villard J Wildl Manag 2011Body Mass,1,,,
295,Yamamoto,Animal Behav,2008,Calonectris leucomelas,Calonectris_leucomelas,streaked shearwater,,,both,seabird,588,Japan,Asia,both,ad,Y,0.21,49,ANOVA F,Body Mass,Between,annual,GLS,plastic leg ring with GLS,Legband,leg,7,1.19%,,365,Yamamoto Animal Behav 2008Body Mass,1,,,
296,Adams,NZ J Zool,2009,Puffinus griseus,Puffinus_griseus,Sooty Shearwater,,,soar,seabird,785,New Zealand,Australasia,both,ad,Y,-0.238,51,t test,Body Mass,Between,migration,GLS,leg ring,Legband,leg,183,1.40%,,60,Adams NZ J Zool 2009Body Mass,1,,,
297,Blanchet,MEPS,2013,Eudyptes chrysolophus,Eudyptes_chrysolophus,Macaroni Penguin,,,flightless,penguin,4400,"Bouvetoya, S Atlantic",Antarctica,female,ad,Y,-0.2475,40,M & SD,Body Mass,Within,breeding,PTT + TDR,glue,TapeGlue,back,130,2.95%,,9,Blanchet MEPS 2013Body Mass,1,,,
298,Blanchet,MEPS,2013,Pygoscelis antarcticus,Pygoscelis_antarcticus,Chinstrap Penguin,,,flightless,penguin,4100,"Bouvetoya, S Atlantic",Antarctica,both,ad,Y,0.125,62,M & SD,Body Mass,Within,breeding,PTT + TDR,glue,TapeGlue,back,130,3.17%,,7,Blanchet MEPS 2013Body Mass,1,,,
299,Elliott,MEPS,2012,Uria aalge,Uria_aalge,Common Murre,,,flap,seabird,929,Canada,N America,both,ad,Y,0.141,34,Zr,Body Mass,Between,annual,GLS,legband,Legband,leg,3.6,0.39%,,365,Elliott MEPS 2012Body Mass,1,,,
300,Elliott,MEPS,2012,Uria lomvia,Uria_lomvia,Thick-billed Murre,,,flap,seabird,989,Canada,N America,both,ad,Y,0.187,73,Zr,Body Mass,Between,annual,GLS,legband,Legband,leg,3.6,0.36%,,365,Elliott MEPS 2012Body Mass,1,,,
301,Rishworth,Meth Ecold Evol,2015,Morus capensis,Morus_capensis,Cape gannet,,,both,seabird,2600,South Afirca,Africa,both,ad,Y,-0.0605,38,M & SD,Body Mass,Between,breeding ,VHF,wire and cable tie to leg ring,Legband,leg,10,0.38%,,430,Rishworth Meth Ecold Evol 2015Body Mass,1,,,
302,Fort,PLoS one,2012,Alle alle,Alle_alle,Little Auk,,,flap,seabird,140,Greenland,Europe,both,ad,Y,-0.118,70,t test,Body Mass,Within,nonbreeding ,GLS,legband,Legband,leg,1.4,1.00%,,365,Fort PLoS one 2012Body Mass,1,,,
303,Gaston,Mar Biol,2011,Uria lomvia,Uria_lomvia,Thick-billed Murre,,,flap,seabird,1031,Canada,N America,both,ad,Y,-0.0957,37,M & SD,Body Mass,Within,nonbreeding ,GLS,legring,Legband,leg,3.6,0.35%,,365,Gaston Mar Biol 2011Body Mass,1,,,
304,van Wijk,J Ornithol,2016,Upupa epops,Upupa_epops,Eurasian Hoopoe,,,flap,passerine,70.5,Switzerland,Europe,both,ad,Y,-0.017,354,Stan Beta,Body Mass,Condition,migration,GLS,legband,Legband,leg,1.32,1.87%,,365,van Wijk J Ornithol 2016Body Mass,1,,,
305,Quillfeldt,Mar Biol,2012,Pachyptila belcheri,Pachyptila_belcheri,Thin-billed Prion,,,soar,seabird,130,Falkland Islands,South America,both,ad,Y,-0.157,42,t test,Body Mass,Condition,annual,GLS,legband,Legband,leg,1.1,0.85%,,365,Quillfeldt Mar Biol 2012Body Mass,1,,,
306,Igual,Mar Biol,2005,Calonectris diomedea,Calonectris_diomedea,Cory's shearwater,,,soar,seabird,850,"Congreso & Pantaleu, Balearics",Europe,both,ad,Y,-0.58,113,ANOVA F,Body Mass,Between,annual,GLS,legband,Legband,leg,12,1.41%,,365,Igual Mar Biol 2005Body Mass,1,,,
307,Heggoy,MEPS,2015,Rissa tridactyla,Rissa_tridactyla,Black-legged Kittiwake,,,flap,seabird,420,Norway,Europe,both,ad,Y,0.0439,44,M & SD,Body Mass,Within,breeding,GPS,tape & cable tie,TapeGlue,back,15.5,3.69%,,2,Heggoy MEPS 2015Body Mass,1,,,
308,Paredes,Anim Behav,2005,Uria lomvia,Uria_lomvia,thick-billed Murre,,,flap,seabird,965,Canada,N America,male,ad,Y,-0.88,59,ANOVA F,Body Mass,Within,breeding,TDR,"tape, cable tie and glue",TapeGlue,back,20,2.07%,,15,Paredes Anim Behav 2005Body Mass,1,,,
309,Paredes,Anim Behav,2005,Uria lomvia,Uria_lomvia,thick-billed Murre,,,flap,seabird,917,Canada,N America,female,ad,Y,-0.72,36,ANOVA F,Body Mass,Within,breeding,TDR,"tape, cable tie and glue",TapeGlue,back,20,2.18%,,15,Paredes Anim Behav 2005Body Mass,1,,,
310,Arlt,PLoS one,2013,Oenanthe oenanthe,Oenanthe_oenanthe,Northern wheatear,,,flap,passerine,23,Sweden,Europe,both,ad,Y,0.442,142,M & SD,Body Mass,Between,Breeding,GLS,rubber elastic harness,Harness,back,1.2,4.80%,,60,Arlt PLoS one 2013Body Mass,1,,,
311,Burger,Condor,2012,Calidris canutus,Calidris_canutus,Red Knot,,,flap,wader,130,USA,N America,both,ad,Y,-0.051,21,C & M,Body Mass,Condition,annual,GLS,leg ring,Legband,leg,1.4,1.08%,,365,Burger Condor 2012Body Mass,1,,,
312,Carey,Wildl Res,2011,Puffinus tenuirostris,Puffinus_tenuirostris,Short-tailed shearwater,,,soar,seabird,600,Australia,Australasia,both,ad,Y,-0.102,43,M & SD,Body Mass,Between,annual,GLS,cable tie to leg ring,Legband,leg,5.4,0.90%,,730,Carey Wildl Res 2011Body Mass,1,,,
313,Carey,Emu,2009,Puffinus tenuirostris,Puffinus_tenuirostris,Short-tailed shearwater,,,soar,seabird,600,Australia,Australasia,both,ad,Y,0.169,40,t test,Body Mass,Between,annual ,GLS,cable tie to leg ring,Legband,leg,5.4,0.90%,,365,Carey Emu 2009Body Mass,1,,,
314,Phillips,Biol Cons,2006,Procellaria aequinoctialis,Procellaria_aequinoctialis,White-chinned petrel ,,,soar,seabird,1200,USA,N America,both,ad,Y,0.103,17,t test,Body Mass,Within,annual,GLS,cable tie to leg ring,Legband,leg,10.5,0.88%,,664,Phillips Biol Cons 2006Body Mass,1,,,
315,Catry,Ibis,2011,Falco naumanni,Falco_naumanni,Lesser kestrel,,,flap,raptor,160,Portugal,Europe,both,ad,Y,0.146,115,t test,Body Mass,Within,annual,GLS,cable tie to leg ring,Legband,leg,2.3,1.44%,,365,Catry Ibis 2011Body Mass,1,,,
316,Sohle,Emu,2003,Puffinus griseus,Puffinus_griseus,Sooty shearwater,,,both,seabird,810,Otago Peninsula,New Zealand,both,ad,Y,-0.638,24,M & SD,Body Mass,Within,pre-breeding,VHF,glue,TapeGlue,back,26.3,3.25%,,14,Sohle Emu 2003Body Mass,1,,,
317,Sohle,Emu,2003,Puffinus griseus,Puffinus_griseus,Sooty shearwater,,,both,seabird,775,Otago Peninsula,New Zealand,both,ad,Y,0.364,25,M & SD,Body Mass,Within,breeding,VHF,glue,TapeGlue,back,24.9,3.21%,,17,Sohle Emu 2003Body Mass,1,,,
318,Sohle,NZ J Zool,2000,Puffinus griseus,Puffinus_griseus,Sooty shearwater,,,both,seabird,775,Otago Peninsula,New Zealand,both,ad,Y,0.525,11,M & SD,Body Mass,Within,breeding,VHF,glue or tesa,TapeGlue,back,24.2,3.12%,,21,Sohle NZ J Zool 2000Body Mass,1,,,
319,Watanuki,Polar Biol,1992,Pygoscelis adeliae,Pygoscelis_adeliae,Adelie penguin,,,flightless,penguin,4500,Japan,Asia,both,ad,Y,-0.395,123,M & SD,Body Mass,Within,breeding,TDR,Rubberband and glue,TapeGlue,back,80,1.78%,,22,Watanuki Polar Biol 1992Body Mass,1,,,
320,Pollet,J Field Ornith,2014a,Oceanodroma leucorhoa,Oceanodroma_leucorhoa,Leach’s Storm-petrels,,,both,seabird,46.3,"Bon Portage Island, Canada",North America,both,ad,Y,0.01,464,ANOVA F,Body Mass,Within,annual,GLS,sutured and glue,Subcut,back,1.3,2.81%,,365,Pollet J Field Ornith 2014aBody Mass,1,,,
321,Pollet,J Field Ornith,2014a,Oceanodroma leucorhoa,Oceanodroma_leucorhoa,Leach’s Storm-petrels,,,both,seabird,51.1,"Gull Island, Canada",North America,both,ad,Y,0.09,159,ANOVA F,Body Mass,Within,annual,GLS,leg ring,Legband,leg,1.1,2.15%,,365,Pollet J Field Ornith 2014aBody Mass,1,,,
322,Pollet,J Av Biol,2014b,Oceanodroma leucorhoa,Oceanodroma_leucorhoa,Leach’s Storm-petrels,,,both,seabird,46.1,Canada,North America,both,ad,Y,0.26,6,ANOVA F,Body Mass,Within,annual,GLS,tape and glue,TapeGlue,back,1.3,2.82%,,365,Pollet J Av Biol 2014bBody Mass,1,,,
323,Pollet,J Av Biol,2014b,Oceanodroma leucorhoa,Oceanodroma_leucorhoa,Leach’s Storm-petrels,,,both,seabird,46.1,Canada,North America,both,ad,Y,0.1,81,ANOVA F,Body Mass,Within,annual,GLS,sutured and glue,Subcut,back,1.3,2.82%,,365,Pollet J Av Biol 2014bBody Mass,1,,,
324,Pakanen,Ornis Fennica,2015,Calidris alpina,Calidris_alpina,Southern Dunlin,,,flap,wader,52,Finland,Europe,both,ad,Y,-0.217,12,t test,Body Mass,Within,annual,GLS,on tibia with leg flag,Legband,leg,0.8,1.54%,,365,Pakanen Ornis Fennica 2015Body Mass,1,,,
325,Powell,J Field Ornith,1998,Hylocichla mustelina,Hylocichla_mustelina,Wood thrush,,,flap,passerine,50,USA,North America,both,ad,Y,0.114,15,Contingency,Body Mass,Within,annual,VHF,thigh harness,Harness,leg,1.6,3.20%,,365,Powell J Field Ornith 1998Body Mass,1,,,
326,Blackburn,J Av Biol,2016,Saxicola rubetra,Saxicola_rubetra,Whinchat,,,flap,passerine,15,Nigeria,Africa,both,ad,Y,-0.125,32,M & SD,Body Mass,Between,annual ,GLS,Leg loop harness,Harness,back,0.69,4.60%,,365,Blackburn J Av Biol 2016Body Mass,1,,,
327,Salewski,J Ornith,2013,Acrocephalus paludicola,Acrocephalus_paludicola,Aquatic Warbler,,,flap,passerine,12.4,Ukraine,Europe,both,ad,Y,0.331,20,M & SD,Body Mass,Within,annual ,GLS,Leg loop harness,Harness,back,0.67,5.40%,,365,Salewski J Ornith 2013Body Mass,1,,,
328,Seavy,PLoS one,2012,Zonotrichia atricapilla,Zonotrichia_atricapilla,Golden-crowned Sparrow,,,flap,passerine,33,USA,North America,both,ad,Y,0,16,ANOVA F,Body Mass,Within,annual,GLS,Leg loop harness,Harness,back,1.1,3.33%,,365,Seavy PLoS one 2012Body Mass,1,,,
329,Eraud,PLoS one,2013,Streptopelia turtur,Streptopelia_turtur,Turtle Dove,,,flap,passerine,160,France,Europe,both,ad,Y,0,45,ANOVA F,Body Mass,Within,annual,GLS,wing loog harness,Harness,back,2.5,1.56%,,365,Eraud PLoS one 2013Body Mass,1,,,
330,Peterson,Condor,2015,Vermivora chrysoptera,Vermivora_chrysoptera,Golden-winged warbler,,,flap,passerine,10,USA,North America,both,ad,Y,-0.175,17,t test,Body Mass,Within,annual,GLS,Leg loop harness,Harness,back,0.51,5.10%,,365,Peterson Condor 2015Body Mass,1,,,
331,Egevang,PNAS,2009,Sterna paradisaea,Sterna_paradisaea,Arctic tern,,,flap,seabird,120,Greenland,North America,both,ad,Y,0.343,20,M & SD,Body Mass,Between,annual,GLS,leg ring,Legband,leg,1.4,1.17%,,365,Egevang PNAS 2009Body Mass,1,,,
332,Fort,Diversity Distrib,2013,Alle alle,Alle_alle,Little Auk,,,flap,seabird,140,Greenland,North America,both,ad,Y,0.114,139,t test,Body Mass,Between,nonbreeding,GLS,leg ring,Legband,leg,1.5,1.07%,,365,Fort Diversity Distrib 2013Body Mass,1,,,
333,Corman & Garthe,J Ornith,2014,Larus fuscus,Larus_fuscus,Lesser Blackbacked Gull,,,both,seabird,786,Germany,Europe,both,ad,Y,-0.443,10,t test,Body Mass,Within,incubation,GPS,glue,TapeGlue,tail,26,3.31%,,16,Corman & Garthe J Ornith 2014Body Mass,1,,,
334,Legagneux,J Field Ornith,2013,Chen caerulescens,Chen_caerulescens,Greater Snow Goose,,,flap,waterfowl,2800,Canada,North America,female,ad,Y,-0.52,34,ANOVA F,Body Mass,Within,annual,VHF,neck collar,Collar,neck,20,0.71%,,365,Legagneux J Field Ornith 2013Body Mass,1,,,
335,Legagneux,J Field Ornith,2013,Chen caerulescens,Chen_caerulescens,Greater Snow Goose,,,flap,waterfowl,2800,Canada,North America,female,ad,Y,-0.461,34,t test,Body Mass,Within,annual,VHF,neck collar,Collar,neck,20,0.71%,,365,Legagneux J Field Ornith 2013Body Mass,1,,,
336,Legagneux,J Field Ornith,2013,Chen caerulescens,Chen_caerulescens,Greater Snow Goose,,,flap,waterfowl,2800,Canada,North America,female,ad,Y,-0.33,34,t test,Body Mass,Within,two years,VHF,neck collar,Collar,neck,20,0.71%,,730,Legagneux J Field Ornith 2013Body Mass,1,,,
337,Paiva,Oikos,2010,Calonectris diomedea,Calonectris_diomedea,Cory's shearwater,,,both,seabird,850,Portugal,Europe,both,ad,Y,0.0646,38,M & SD,Body Mass,Within,breeding,GPS,tesa tape,TapeGlue,tail,27,3.18%,,21,Paiva Oikos 2010Body Mass,1,,,
338,Townsend,J Field Ornith,2012,Catharus bicknelli,Catharus_bicknelli,Bicknell's Thrush,,,flap,passerine,26.7,Dominican Republic,North America,both,ad,Y,-0.15,20,M & SD,Body Mass,Within,breeding,VHF,leg loop harness,Harness,back,1.2,4.49%,,66,Townsend J Field Ornith 2012Body Mass,1,,,
